 ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,0,521.8545671,1064.047159,1816.696645,1136.073204,2316.018389,2933.934893,2778.980788,3855.825248,5754.95904,1610.108853,1015.384726,559.7586173,614.0643388,199.0241794,397.7680943,1209.160709,1522.744988,983.4678877,1366.074737,1791.927772,2751.659351,2769.155888,4269.160079,3393.497382,3079.207551,2854.145433,4856.504738,632.255397,3440.057194,1292.853913,2350.23972,1647.376589,1033.622424,2333.908021,1978.273704,3042.517173,2343.356435,1490.967157,3565.990865,2774.159767,2002.115034,3204.693865,3635.565642,4334.912347,4013.829253,3373.828614,4798.860332,4437.571897,5534.399878,4696.514788,5193.310262,6011.834472,4494.318361,5263.254736,4940.739376,4554.816658,4497.112205,3715.356084,4501.453822,3878.202165,3881.977386,3031.892493,4042.401264,2118.032398,3239.582765,2374.859107,3101.99977,2763.441311,3740.963692,1975.919876,1637.598701,4132.273532,3275.515,1616.328979,3283.719354,2090.621249,2297.101357,2490.186758,1120.482412,835.3786202,1436.148672,1772.174026,2414.216074,3076.102134,2389.910616,1762.881504,996.9740198,1480.368138,5371.562365,4392.78535,4510.133033,2096.604414,1400.475094,870.0667293,630.9849795,816.5607478,1128.468846,717.2528784,1109.285367
2,521.8596906,0,779.2664323,1531.915699,1657.933136,2031.235986,3378.288915,2800.91055,3571.041808,5470.186624,1894.917223,1300.18332,844.5520972,898.8567712,720.8858402,919.6301949,924.3797938,2044.6126,1505.328144,1887.935664,2313.788888,2466.88202,2484.373537,3984.391268,3915.368075,3601.074316,3376.008875,4571.721403,1154.115476,3450.599867,771.0033597,1828.398558,1125.535426,511.7737152,1812.075159,1693.501634,2757.753739,2058.583023,1206.186032,3281.228438,2489.386775,1717.331981,2919.921879,3350.793823,4050.149752,3729.056009,3089.047155,4514.097989,4152.799826,5249.638206,4411.74146,4908.537773,5727.072044,4209.535476,4978.471012,5159.004588,4270.031005,4900.325777,4237.215775,5023.321226,4400.070406,4403.853926,3553.754866,4564.273948,2639.892257,3761.45788,2896.723744,3623.870359,3285.313158,4262.845638,2497.788034,2159.467445,4654.154808,3797.401138,2138.201537,3805.601134,2612.50219,2818.979867,3012.062753,1642.351241,1125.294832,1958.024542,2294.055595,2699.032993,3360.922071,2674.721753,2047.684844,1281.768726,1879.264263,5893.443767,4914.660464,5032.0141,1932.116513,1196.499708,639.6439114,346.1986563,294.707009,606.6146041,1002.05077,879.4545274
3,1064.031007,779.2512962,0,787.177547,1863.628021,1515.890505,3583.985575,3006.613701,3218.971015,4690.900086,2674.116772,2079.406525,1623.787676,1678.094884,1175.208398,1125.319833,174.6827931,2250.288901,1711.022244,2093.628141,2519.480908,1687.607372,1960.763308,3205.09601,4121.036922,3806.752669,3581.695267,4203.121114,1359.810005,3656.303194,918.2769278,1622.658265,919.7951339,368.679138,1606.314789,914.2142604,1978.445476,1279.298895,489.5480233,2501.917739,1710.101631,1304.285714,2140.634302,2571.50584,3270.83946,2949.771475,2425.119872,3734.787087,3373.512453,4470.325682,3632.457129,4129.251413,4947.761346,3770.042015,4671.029858,5364.704722,4266.181594,5106.023069,4442.911243,5228.998033,4605.745187,4609.508624,3759.443843,4769.937978,2845.587319,3967.116027,3102.407245,3829.539457,3490.979214,4468.487254,2703.463015,2365.141006,4859.798046,4003.032609,2343.865871,4011.243152,2818.146238,3024.629797,3217.718769,1848.024599,1899.396655,2175.245135,2736.765705,3478.211853,4140.093628,3453.914607,2826.896564,2061.001338,2544.373558,6099.0867,5120.318612,5237.657843,2137.822529,1402.206331,845.3509406,447.9543576,943.5589483,1334.624463,1781.275674,1658.701336
4,1816.608304,1531.861876,787.1761223,0,1076.376405,728.703493,2796.738726,2219.384282,2431.777266,3938.194877,3426.588414,2831.94168,2376.356053,2430.670067,1927.772895,1798.265905,612.4945493,1541.046229,923.7685212,1306.370061,1732.2216,934.9340898,1173.576637,2452.367384,3333.715397,3019.456668,2794.420848,3415.928047,1245.50913,2869.074244,1670.913584,2409.787956,1706.924825,1121.327776,2393.390569,1235.6498,1530.800809,659.3669002,325.7280756,1749.147654,957.4001661,517.0944812,1387.926305,1818.796752,2518.070466,2197.071647,1637.93899,2982.016456,2620.805001,3717.550693,2879.757846,3376.546682,4194.99126,2982.851873,3883.834268,4577.467201,3478.973476,4318.777917,3655.661196,4441.697878,3818.439591,3822.14911,2972.176366,3982.603517,2058.336181,3179.765774,2315.125067,3042.218607,2703.650194,3681.092615,1916.157957,1604.51892,4072.407765,3215.610734,2226.148078,3223.849597,3071.765035,2482.553492,2430.362794,2134.858175,2651.914584,2927.717323,3489.200859,4230.627947,4892.490117,4206.368273,3579.400883,2813.56175,3296.833765,5311.6956,4332.968358,4450.268919,1350.600802,614.9862321,946.5793974,1185.669107,1696.174909,2087.237157,2533.815391,2411.299867
5,1136.070928,1657.877204,1863.534982,1076.359191,0,1217.869393,1835.872715,1680.893321,2757.686027,4656.715914,2708.013097,2113.38112,1657.803214,1712.118809,1209.219155,1079.711501,1688.853692,822.4835039,203.660172,229.9921544,655.843408,1653.462548,1671.006397,3170.882978,2257.322748,1943.069949,1718.039144,3758.364528,526.9577776,2341.969046,2428.838716,3486.136023,2783.272892,2169.589843,3469.726105,2311.99559,2607.133559,1735.714716,1373.990143,2467.65361,1675.922074,903.9721628,2106.446694,2537.316887,3236.576676,2915.593935,2275.670723,3700.522286,3339.325517,4436.05551,3598.280261,4095.06783,4913.497217,3396.173906,4165.118187,3842.663663,3456.698284,3399.047564,2617.298546,3365.310195,2742.050643,2745.747633,1895.796276,2906.207861,993.5291797,2103.366449,1238.74156,1965.826114,1627.255803,2604.682977,839.769134,885.9544846,2995.999139,2139.194768,1507.577886,2147.440211,2353.182189,1763.974315,1353.962139,1416.293613,1933.350022,2209.142132,2770.617063,3512.039723,4173.897339,3487.788779,2860.833158,2095.007061,2578.25579,4235.286785,3256.569033,3373.860608,998.5057872,461.3828478,1018.236893,1415.625425,1952.575579,2264.488415,1815.255892,2245.325486
6,2315.891302,2031.171422,1515.870929,728.6959432,1217.832877,0,2067.987504,1490.646963,1703.068399,3438.809852,3925.787137,3331.191063,2875.631936,2929.951378,2427.045683,2297.536415,1341.190329,2040.288177,1421.491858,1144.481617,1003.460441,435.5745307,453.1368112,1952.963681,2604.904612,2290.666241,2065.647636,2687.219724,1744.790115,2140.3373,2170.24393,3138.445727,2435.582596,1821.927251,3122.005338,1964.299755,2259.406021,1388.023807,1026.327551,1894.419064,1023.333134,313.8948446,888.539055,1319.408631,2018.634562,1697.690913,1057.797865,2482.579247,2121.418186,3218.110008,2380.377547,2877.162037,3695.554486,2254.145884,3155.123932,3848.72342,2750.253149,3590.02805,2926.907423,3712.904139,3089.641512,3093.308023,2243.408691,3253.782413,1329.581538,2450.932073,1586.345665,2313.40836,1974.833431,2952.223511,1673.059746,2103.754999,3343.542137,3204.371962,2725.364397,2509.881478,3570.937911,2981.738965,2392.712194,2634.093819,3151.150228,3426.916481,3988.370477,4729.782363,5391.628896,4705.552659,4078.62567,3312.83128,3796.023366,4582.829319,3604.134658,3721.404372,621.8696181,915.4765891,1445.887154,1684.982074,2195.488746,2586.548389,3033.068413,2910.599801
7,2933.922865,3378.171128,3583.735012,2796.562512,1835.861703,2067.883086,0,577.3101255,921.6906358,2820.555076,4543.634332,3949.149087,3493.647935,3547.979251,3045.054911,2915.540657,3409.056541,2658.229936,2039.517008,1762.499163,1366.394683,2430.678635,1623.009074,2254.250085,1272.452433,968.2661434,670.3413289,1922.367561,2362.817274,506.0549773,4149.072395,5206.228784,4503.365653,3889.795843,5189.694316,4032.065713,4327.074091,3455.804973,3094.196143,3962.075722,3091.109539,2279.50283,2818.867131,2414.438514,3166.71108,1811.775314,1158.632,2742.427835,1572.76752,2599.733461,1762.133113,2258.908094,3077.186496,1560.170181,2329.12705,2006.769396,1620.736087,1563.170927,858.9143389,1644.823617,1021.551495,1704.524919,324.3863929,1185.642027,842.3336261,2122.51995,1337.6679,1547.606704,2084.121592,2696.677808,2290.995317,2721.683917,2199.778963,3822.103687,3343.250086,3127.66262,4188.728561,3599.557173,3010.558912,3252.021785,3769.078194,4044.764628,4606.153999,5347.532627,6009.344951,5323.368486,4696.529887,3930.833381,4413.850606,2514.590098,1535.966712,1789.049146,1446.074048,2181.684475,2738.535999,3135.909439,3672.857072,3984.777454,3651.034398,3965.647247
8,2778.913019,2800.867024,3006.450247,2219.277069,1680.852603,1490.593139,577.3184191,0,1076.72727,2975.625787,4388.674759,3794.159293,3338.642333,3392.970411,2890.051155,2760.538261,2831.771195,2503.244578,1884.50891,1607.493139,1211.389243,1853.404367,1045.71929,1677.002151,1117.476598,813.2781634,574.94356,2077.40452,2207.808629,661.0748622,3571.7807,4628.966113,3926.102981,3312.509849,4612.457298,3454.807704,3749.842774,2878.542817,2516.910149,3384.847517,2513.848682,1702.210875,2241.609382,1837.181285,2589.482356,1234.513677,594.6883615,2165.199889,1658.231274,2754.837376,1917.201004,2413.978578,3232.288078,1715.208532,2484.162808,2358.066176,1775.765884,2099.361119,1436.23428,2222.1674,1598.897867,1602.495945,752.7134255,1763.002133,687.3242993,1967.557784,1182.673343,1392.630547,1929.149323,2541.736761,2136.011646,2566.70206,2044.835843,3667.1756,3188.280016,2972.721058,4033.784406,3444.605504,2855.599469,3097.040188,3614.096597,3889.804795,4451.211788,5192.599485,5854.421136,5168.417466,4541.554765,3775.831568,4258.896474,3091.977154,2113.334333,2230.554967,868.7675823,1604.378784,2161.230828,2558.607377,3095.555528,3407.474357,3496.042434,3388.33741
9,3855.59313,3570.943374,3218.90219,2431.730206,2757.5314,1703.054205,921.6714217,1076.69739,0,1898.838528,5465.266363,4870.804102,4415.314971,4469.648751,3966.720544,3837.205256,3044.224161,3579.881578,2961.185942,2684.166521,2288.061596,2065.837832,1258.18007,1889.389257,2194.096832,1889.919779,1592.002774,1000.676678,3284.486626,437.1947372,3784.244844,4841.379163,4138.516031,3524.963957,4824.825189,3667.212546,3962.200629,3090.954959,2729.364257,3597.199894,2726.258538,1914.675477,2454.013767,2049.584755,2801.835647,1446.924905,793.8009007,2377.551809,1207.914354,1747.59969,840.4187096,1337.191719,2155.446475,638.4782402,1452.051653,2145.5628,1047.154478,1886.851351,1223.720411,2009.611557,1386.337466,2626.155571,1246.05035,1858.649889,1764.003496,3044.153953,2259.326537,2469.251347,3005.763279,3618.295748,3212.645675,3643.332896,3121.39848,4743.711771,4264.8901,4049.280952,5110.348865,4521.183193,3932.190845,4173.670567,4690.726976,4966.396857,5527.772825,6269.144556,6930.949785,6244.994013,5618.173743,4852.497535,5335.478499,2879.345126,1900.736522,2710.669154,1759.105478,2455.241516,2985.65438,3224.763063,3735.272034,4126.324796,4572.691064,4450.346367
10,5754.260189,5469.655051,4690.616923,3937.959653,4656.196357,3438.586196,2820.342768,2975.392102,1898.742529,0,7363.791786,6769.414668,6313.970074,6368.312976,5865.370445,5735.851328,4545.496707,5478.479649,4859.848075,4582.822812,4186.716242,3003.125257,2985.450561,2053.185229,4092.668073,3788.525235,3490.637163,898.0667654,5183.150303,2314.318263,5608.817455,5188.244664,4485.381532,5059.282507,4988.590411,3831.0369,4125.949791,3411.567247,4263.682807,3760.940289,2980.778819,3752.466489,2617.83739,2213.406915,2965.577505,1741.10039,2380.809466,2541.291472,1371.738708,1911.333513,1058.411875,561.6461689,1315.096682,1260.269125,1288.125825,1981.580763,1199.672618,1722.859084,2038.904105,2466.902807,3221.993732,4524.675884,3144.694045,3757.203788,3662.669093,4942.68668,4157.950523,4367.823492,4904.324472,5516.768973,5111.238991,5541.921102,5019.877547,6642.148483,6163.445096,5947.75563,7008.830847,6419.686347,5830.715902,6072.258042,6589.31445,6864.923011,7426.249332,8167.595512,8829.374458,8143.495338,7516.742972,6751.141961,7233.988592,3800.41969,3789.484096,4609.150039,3657.810501,4353.948723,4884.36305,5123.48049,5633.990924,6025.039308,6471.307745,6349.041892
