108.952954,34.324828
108.948562,34.323762
108.943199,34.326341
108.943387,34.333265
108.953161,34.334874
108.944636,34.338787
108.952532,34.350865
108.950232,34.347572
108.945525,34.353369
108.936075,34.362644
108.966896,34.321862
108.958515,34.320289
108.954131,34.320766
108.953233,34.319536
108.954643,34.325223
108.95502,34.326699
108.94336,34.327779
108.959745,34.332914
108.953439,34.333272
108.954014,34.336238
108.954176,34.339934
108.940288,34.339114
108.944591,34.342825
108.932985,34.34673
108.962386,34.347557
108.959018,34.347512
108.95617,34.34784
108.945435,34.362294
108.953287,34.330239
108.95017,34.353466
108.945121,34.31967
108.937072,34.316808
108.937072,34.323129
108.94354,34.323307
108.929958,34.32283
108.935779,34.328435
108.928377,34.331893
108.936929,34.332668
108.94354,34.330462
108.927514,34.335888
108.936569,34.336245
108.945193,34.336424
108.935707,34.339405
108.935563,34.343161
108.927658,34.342922
108.936785,34.347572
108.943827,34.347632
108.927442,34.346916
108.935779,34.350552
108.926867,34.353056
108.936857,34.353771
108.936138,34.357645
108.927514,34.357884
108.945049,34.358718
108.945768,34.366227
108.951301,34.367896
108.947421,34.361221
108.952308,34.364738
108.952954,34.358241
108.959566,34.35985
108.960284,34.353652
108.967399,34.34781
108.955254,34.350195
108.964093,34.351983
108.953098,34.343757
108.966177,34.343042
108.957194,34.342684
108.962297,34.345009
108.963375,34.341074
108.972034,34.342714
108.960213,34.336603
108.960716,34.333145
108.971459,34.346708
108.975628,34.33556
108.963985,34.330254
108.971891,34.33872
108.971172,34.328584
108.969088,34.332162
108.966932,34.335679
108.960788,34.328435
108.960788,34.323785
108.966824,34.326289
108.971711,34.325275
108.974226,34.320684
108.976813,34.316868
108.969268,34.316808
108.962584,34.316927
108.955182,34.317702
108.968405,34.324275
108.971567,34.357764
108.966177,34.353413
108.97128,34.350254
108.949217,34.340597
108.949002,34.334159
108.948858,34.32927
108.947996,34.326408
108.947852,34.321698
108.948283,34.318537
108.957913,34.322473
108.950152,34.317166
